"","Nome","upp","Complexo","OBJECTID_1","OBJECTID","Codfavela","Cod_Comple","Flag_Ativa","Data_Cadas","Data_saida","Data_Alter","Pop_SABREN","Dom_SABREN","Fonte","Bairro_","RP","RA","AP","Porte","Shape_ST_1","Shape_ST_2","ShapeSTAre","ShapeSTLen","data_ocupacao","data_fim","Treatment","year.occupation","month.occupation","day.occupation","year.fim","month.fim","day.fim"
"80","Bairro Barro Vermelho","N","Saquaçu","960","961","555","2138","1","1991-12-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4465","1283","IPP com base em IBGE - Censo Demográfico 2010","0","5.3","19","5","> 500 domicílios",2894.80563452,215335.148998,215335.151367188,2894.80563451057,NA,NA,0,NA,NA,NA,NA,NA,NA
"81","Bairro Canaã","N","Bairro Canaã","980","981","984","2134","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","355","107","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",1515.1060234,55259.8307066,55259.8286132812,1515.10602339585,NA,NA,0,NA,NA,NA,NA,NA,NA
"82","Bairro Carumbé","N","Isolada","206","206","523","0","1","1991-11-12T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1033","325","IBGE - Censo Demográfico 2010","0","5.1","33","5","entre 101 e 500 domicílios",638.15718061,24384.6845986,24384.6840820312,638.157180603205,NA,NA,0,NA,NA,NA,NA,NA,NA
"83","Bairro da Pedreira","N","Bairro da Pedreira","528","528","327","2075","1","1981-09-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","8339","2410","IBGE - Censo Demográfico 2010","0","3.6","25","3","> 500 domicílios",3248.33834886,313800.599437,313800.6015625,3248.33834886096,NA,NA,0,NA,NA,NA,NA,NA,NA
"84","Bairro da Sapucaia","N","Praia da Rosa","338","338","307","2065","1","1981-07-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1567","477","IBGE - Censo Demográfico 2010","0","3.7","20","3","entre 101 e 500 domicílios",709.70233735,21855.0154242,21855.0166015625,709.702337353614,NA,NA,0,NA,NA,NA,NA,NA,NA
"85","Bairro de São Pedro","N","Bairro de São Pedro","289","289","706","2141","1","2002-05-07T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","992","318","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","entre 101 e 500 domicílios",1162.3114015,47578.7549508,47578.7543945312,1162.31140150323,NA,NA,0,NA,NA,NA,NA,NA,NA
"86","Bairro Fernão Magalhães","N","Isolada","375","375","731","0","1","2003-02-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","384","118","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",756.14500257,25806.3231375,25806.3251953125,756.145002569791,NA,NA,0,NA,NA,NA,NA,NA,NA
"87","Bairro Nossa Senhora das Graças","N","Bairro Nossa Senhora das Graças","986","987","308","2061","1","1981-07-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","7127","2355","IPP com base em IBGE - Censo Demográfico 2010","0","3.7","20","3","> 500 domicílios",2253.02514789,127622.24071,127622.239746094,2253.02514787878,NA,NA,0,NA,NA,NA,NA,NA,NA
"88","Bairro Nova Aguiar","N","Isolada","254","254","541","0","1","1991-12-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","678","187","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",1146.12108408,32987.8638824,32987.8642578125,1146.12108407627,NA,NA,0,NA,NA,NA,NA,NA,NA
"89","Bairro Nova Aliança","N","Fazenda Coqueiro","435","435","263","2118","1","1981-09-09T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4119","1267","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","> 500 domicílios",2777.27354351,131165.78259,131165.78125,2777.27354348903,NA,NA,0,NA,NA,NA,NA,NA,NA
"90","Bairro Ouro Preto","Camarista Méier","Bairro Ouro Preto","895","896","163","2040","1","1981-10-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3292","945","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","> 500 domicílios",4846.92691447,184329.963526,184329.961914062,4846.92691447951,"2013-10-06",2018-09-01,1,2013,10,6,2018,9,1
"91","Bairro Proletário do Dique","N","Bairro Proletário do Dique","508","508","113","2032","1","1981-08-06T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","6132","1547","IBGE - Censo Demográfico 2010","0","3.5","31","3","> 500 domicílios",5460.55861774,237754.319049,237754.3203125,5460.55861774283,NA,NA,0,NA,NA,NA,NA,NA,NA
"92","Bairro Santo André","N","Tibagi","453","453","507","2120","1","1991-10-03T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4412","1337","IBGE - Censo Demográfico 2010","0","5.1","17","5","> 500 domicílios",3528.04529331,171001.018849,171001.01953125,3528.04529331313,NA,NA,0,NA,NA,NA,NA,NA,NA
"93","Bairro São Sebastião","N","Bosque dos Caboclos","376","376","843","2124","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","346","100","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",750.9568469,19694.424911,19694.4248046875,750.956846894095,NA,NA,0,NA,NA,NA,NA,NA,NA
"94","Baixa do Sapateiro","Maré","Maré","688","689","84","2085","1","1986-01-10T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","7562","2499","IBGE - Censo Demográfico 2010","0","3.1","30","3","> 500 domicílios",1902.79795174,112728.937687,112728.937011719,1902.79795173762,"2014-03-30",NA,1,2014,3,30,NA,NA,NA
"95","Barão","N","Barão","172","172","238","2090","1","1981-09-04T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3412","1031","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",3741.48319658,222322.941228,222322.937988281,3741.48319660094,NA,NA,0,NA,NA,NA,NA,NA,NA
"96","Barbante (Av. Sargento de Milícias)","N","Isolada","512","512","1061","0","1","2009-05-13T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","258","70","IBGE - Censo Demográfico 2010","0","3.6","25","3","< 100 domicílios",290.43804913,4241.30552526,4241.3056640625,290.438049127416,NA,NA,0,NA,NA,NA,NA,NA,NA
"97","Baronesa","N","Vila Paraíso","869","870","353","2014","1","1981-12-16T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","172","57","IBGE - Censo Demográfico 2010","0","1.1","23","1","< 100 domicílios",282.14703421,3812.49574092,3812.49609375,282.147034210762,NA,NA,0,NA,NA,NA,NA,NA,NA
"98","Barreira","N","Isolada","388","388","554","0","1","1991-12-03T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1256","379","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",1282.28314813,68312.9446184,68312.9453125,1282.28314812796,NA,NA,0,NA,NA,NA,NA,NA,NA
"99","Barreira do Juca","N","Barreira do Juca","569","569","191","2050","1","1981-09-18T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1331","424","IBGE - Censo Demográfico 2010","0","3.3","15","3","entre 101 e 500 domicílios",1576.67203934,43292.2008801,43292.2006835938,1576.67203934052,NA,NA,0,NA,NA,NA,NA,NA,NA
"100","Barreira do Vasco","Barreira do Vasco / Tuiuti","Isolada","744","745","47","0","1","1981-03-12T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","7949","2699","IBGE - Censo Demográfico 2010","0","1.1","7","1","> 500 domicílios",1927.88858868,112813.791657,112813.791992188,1927.8885886848,"2013-03-03",NA,1,2013,3,3,NA,NA,NA
"101","Barro Preto","Lins","Lins","894","895","164","2044","1","1981-08-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","499","161","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",793.70608448,26931.8093521,26931.8100585938,793.706084478963,"2013-10-06",NA,1,2013,10,6,NA,NA,NA
"102","Barro Vermelho","Lins","Lins","892","893","165","2044","1","1981-08-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","826","230","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",595.95724417,18520.0121538,18520.0131835938,595.957244164229,"2013-10-06",NA,1,2013,10,6,NA,NA,NA
"103","Batam","Batam","Batam","193","193","264","2109","1","1981-09-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3090","978","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","33","5","> 500 domicílios",2533.98642068,96102.1581793,96102.1616210938,2533.98642067139,"2008-07-12",2018-05-01,1,2008,7,12,2018,5,1
"104","Batistinha","N","Vila Nova da Pavuna","513","513","679","2082","1","2002-04-04T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","123","32","IBGE - Censo Demográfico 2010","0","3.6","25","3","< 100 domicílios",421.71460789,10315.862908,10315.86328125,421.714607888589,NA,NA,0,NA,NA,NA,NA,NA,NA
"105","Batuta de Cordovil","N","Isolada","626","626","400","0","1","1986-05-20T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","674","189","IBGE - Censo Demográfico 2010","0","3.5","31","3","entre 101 e 500 domicílios",383.99086309,9188.33863418,9188.33935546875,383.990863083779,NA,NA,0,NA,NA,NA,NA,NA,NA
"106","Beco da Amizade","N","Isolada","157","157","752","0","1","2003-01-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","205","63","IBGE - Censo Demográfico 2010","0","3.3","15","3","< 100 domicílios",231.76026313,3151.27944419,3151.279296875,231.760263128372,NA,NA,0,NA,NA,NA,NA,NA,NA
"107","Beco da Coruja","N","Isolada","909","910","1008","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","193","60","IBGE - Censo Demográfico 2010","0","2.2","8","2","< 100 domicílios",452.4623459,5731.07625448,5731.0771484375,452.462345897745,NA,NA,0,NA,NA,NA,NA,NA,NA
"108","Beco da Esperança","N","Isolada","244","244","829","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","225","68","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",638.84985943,7841.51461517,7841.51318359375,638.849859435136,NA,NA,0,NA,NA,NA,NA,NA,NA
"109","Beco da Guarda","N","Isolada","392","392","298","0","1","1981-10-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","955","268","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",1698.15141426,52794.8365537,52794.837890625,1698.15141424474,NA,NA,0,NA,NA,NA,NA,NA,NA
"110","Beco da Usina","N","Isolada","458","458","424","0","1","1988-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","646","193","IBGE - Censo Demográfico 2010","0","5.1","17","5","entre 101 e 500 domicílios",829.82077586,24880.5322014,24880.53125,829.820775858807,NA,NA,0,NA,NA,NA,NA,NA,NA
"111","Beco do Brizola","N","Saquaçu","957","958","553","2138","1","1991-12-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","669","192","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",2609.1787444,31576.493149,31576.4907226562,2609.17874439028,NA,NA,0,NA,NA,NA,NA,NA,NA
"112","Beco do Carcará","N","Isolada","962","963","709","0","1","2002-05-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","237","64","IBGE - Censo Demográfico 2010","0","5.3","19","5","< 100 domicílios",1166.85355795,24079.3713484,24079.37109375,1166.85355794243,NA,NA,0,NA,NA,NA,NA,NA,NA
"113","Beco do Coqueiral","N","Saquaçu","958","959","611","2138","1","1995-06-07T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","504","194","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",943.70295216,14700.8506705,14700.8520507812,943.702952157079,NA,NA,0,NA,NA,NA,NA,NA,NA
"114","Beco do Genipapo","N","Beco do Genipapo","243","243","790","2123","1","2003-02-12T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","397","123","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",550.32296099,12724.8889004,12724.8872070312,550.322960989185,NA,NA,0,NA,NA,NA,NA,NA,NA
"115","Beco do Rato","N","Isolada","303","303","736","0","1","2003-02-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","902","270","IPP com base em IBGE - Censo Demográfico 2010","0","5.4","26","5","entre 101 e 500 domicílios",3265.77164448,102413.979331,102413.98046875,3265.77164447627,NA,NA,0,NA,NA,NA,NA,NA,NA
"116","Beco do Vitorino","N","Morro do Pau Ferro","877","878","166","2045","1","1981-08-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","76","21","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","< 100 domicílios",231.2749887,2494.27554934,2494.27587890625,231.274988702635,NA,NA,0,NA,NA,NA,NA,NA,NA
"117","Beco Enedina","N","Isolada","580","580","934","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","259","80","IBGE - Censo Demográfico 2010","0","3.3","15","3","< 100 domicílios",384.48081029,8365.12443891,8365.12451171875,384.480810284199,NA,NA,0,NA,NA,NA,NA,NA,NA
"118","Beco sem Nome","N","Isolada","279","279","732","0","1","2003-02-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","211","69","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",547.25484813,16037.2151355,16037.2153320312,547.254848127196,NA,NA,0,NA,NA,NA,NA,NA,NA
"119","Beira do Canal","N","Isolada","399","399","363","0","1","1988-10-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1233","380","IBGE - Censo Demográfico 2010","0","4.2","24","4","entre 101 e 500 domicílios",3055.56717918,48318.8602692,48318.8583984375,3055.56717918881,NA,NA,0,NA,NA,NA,NA,NA,NA
"120","Beira Rio - Lot. Jardim Bela Vista (RA - Campo Grande)","N","Isolada","250","250","410","0","1","1988-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","446","117","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",946.07998443,18266.2696916,18266.26953125,946.079984436043,NA,NA,0,NA,NA,NA,NA,NA,NA
"121","Beira Rio - Rua Arnaldo Murineli - (RA - Anchieta)","N","Beira Rio - Rua Arnaldo Murineli","474","474","328","2070","1","1981-09-22T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","288","83","IBGE - Censo Demográfico 2010","0","3.6","22","3","< 100 domicílios",1503.59552625,30721.0444768,30721.0434570312,1503.59552624466,NA,NA,0,NA,NA,NA,NA,NA,NA
"122","Beira Rio - Rua Matura (RA - Pavuna)","N","Isolada","537","537","329","0","1","1981-09-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","0","0",NA,"0","3.6","25","3","sem informação",253.27701035,2704.27775143,2704.27734375,253.27701034573,NA,NA,0,NA,NA,NA,NA,NA,NA
"123","Beira Rio (RA - Realengo)","Batam","Isolada","194","194","503","0","1","1991-10-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","104","37","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","33","5","< 100 domicílios",968.21514039,8443.78126081,8443.78125,968.21514038506,"2008-07-12",2018-05-01,1,2008,7,12,2018,5,1
"124","Beirada do Rio","Cidade de Deus","Santa Efigênia","102","102","645","2108","1","2002-03-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","340","100","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","34","4","< 100 domicílios",792.51399403,10413.1612349,10413.1606445312,792.513994027864,"2008-11-11",2018-08-01,1,2008,11,11,2018,8,1
"125","Bela Vista da Pichuna","N","Bela Vista da Pichuna","349","349","309","2062","1","1981-06-16T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4122","1343","IBGE - Censo Demográfico 2010","0","3.7","20","3","> 500 domicílios",2108.96709493,94304.1118902,94304.1137695312,2108.96709493035,NA,NA,0,NA,NA,NA,NA,NA,NA
"126","Bela Vista do Mato Alto","N","Fazenda Mato Alto","152","152","644","2095","1","2002-03-25T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1927","540","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",2402.50519922,73001.8539063,73001.8549804688,2402.50519921016,NA,NA,0,NA,NA,NA,NA,NA,NA
"127","Belém-Belém","N","Isolada","767","768","136","0","1","1981-07-16T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","734","244","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",973.24598295,16474.4343554,16474.4326171875,973.245982950222,NA,NA,0,NA,NA,NA,NA,NA,NA
"128","Birigui","N","Isolada","211","211","265","0","1","1981-08-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","187","56","IBGE - Censo Demográfico 2010","0","5.1","33","5","< 100 domicílios",479.50467847,7297.71017286,7297.7109375,479.504678468879,NA,NA,0,NA,NA,NA,NA,NA,NA
"129","Bispo","Turano","Turano","935","936","9","2006","1","1981-07-31T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1978","581","IBGE - Censo Demográfico 2010","0","1.1","3","1","> 500 domicílios",1755.06257229,56412.0207875,56412.0229492188,1755.06257229645,"2010-08-10",NA,1,2010,8,10,NA,NA,NA
"130","Bom Jardim de Cordovil","N","Isolada","634","634","547","0","1","1991-12-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","330","66","IBGE - Censo Demográfico 2010","0","3.5","31","3","< 100 domicílios",364.03014754,6535.09847075,6535.09814453125,364.030147530227,NA,NA,0,NA,NA,NA,NA,NA,NA
"131","Boqueirão","N","Isolada","407","407","266","0","1","1981-09-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","76","31","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","< 100 domicílios",1323.57076806,14188.2286337,14188.2294921875,1323.57076806819,NA,NA,0,NA,NA,NA,NA,NA,NA
"132","Borda do Mato","Andaraí","Parque João Paulo II","793","794","76","2022","1","1981-05-24T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","420","131","IBGE - Censo Demográfico 2010","0","2.2","9","2","entre 101 e 500 domicílios",1109.21191188,29809.6682261,29809.6694335938,1109.2119118767,"2010-06-11",NA,1,2010,6,11,NA,NA,NA
"133","Borel","Borel","Borel","853","854","62","2021","1","1988-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","7547","2165","IBGE - Censo Demográfico 2010","0","2.2","8","2","> 500 domicílios",4615.15482431,332122.687288,332122.682617188,4615.15482430324,"2010-04-28",NA,1,2010,4,28,NA,NA,NA
"134","Bosque dos Caboclos","N","Bosque dos Caboclos","377","377","844","2124","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","365","113","IBGE - Censo Demográfico 2010","0","5.2","18","5","entre 101 e 500 domicílios",851.55367729,24431.1841113,24431.1845703125,851.553677284664,NA,NA,0,NA,NA,NA,NA,NA,NA
"135","Bosque Mont Serrat","N","Isolada","16","16","795","0","1","2002-12-19T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1689","495","IBGE - Censo Demográfico 2010","0","4.2","24","4","entre 101 e 500 domicílios",1351.98010949,42225.0436263,42225.0463867188,1351.98010948136,NA,NA,0,NA,NA,NA,NA,NA,NA
"136","Brás de Pina","N","Isolada","643","643","114","0","1","1993-04-28T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","7395","2056","IBGE - Censo Demográfico 2010","0","3.5","11","3","> 500 domicílios",1935.39494427,150853.701959,150853.703613281,1935.39494427474,NA,NA,0,NA,NA,NA,NA,NA,NA
"137","Buraco Quente","Borel","Morro do Cruz","797","798","77","2024","1","1982-02-03T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","176","59","IBGE - Censo Demográfico 2010","0","2.2","9","2","< 100 domicílios",668.30360802,12351.1613216,12351.1616210938,668.303608020919,"2010-04-28",NA,1,2010,4,28,NA,NA,NA
"138","Buriti - Congonhas","N","Faz Quem Quer (RA - Madureira)","590","590","203","2051","1","1981-08-27T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2752","705","IBGE - Censo Demográfico 2010","0","3.3","15","3","> 500 domicílios",2195.60363395,88542.2853406,88542.28515625,2195.60363394553,NA,NA,0,NA,NA,NA,NA,NA,NA
"139","Cabo Otávio","N","Chico Mendes (Morro do Chapadão)","518","518","945","2076","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","167","47","IPP com base em IBGE - Censo Demográfico 2010","0","3.6","25","3","< 100 domicílios",382.46339825,3963.48863016,3963.48779296875,382.463398244263,NA,NA,0,NA,NA,NA,NA,NA,NA
"140","Cabuís (RA - Campo Grande)","N","Isolada","327","327","725","0","1","2003-02-12T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","285","79","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",932.15141915,20485.2050485,20485.2055664062,932.151419144717,NA,NA,0,NA,NA,NA,NA,NA,NA
"141","Cabuís (RA - Guaratiba)","N","Isolada","1007","1008","686","0","1","2002-05-13T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","404","121","IBGE - Censo Demográfico 2010","0","5.4","26","5","entre 101 e 500 domicílios",595.34084215,16598.2386036,16598.2387695312,595.340842153396,NA,NA,0,NA,NA,NA,NA,NA,NA
"142","Cachoeirinha","Lins","Lins","898","899","168","2044","1","1981-08-18T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1969","552","IBGE - Censo Demográfico 2010","0","3.2","13","3","> 500 domicílios",1402.52222934,52679.1641343,52679.1689453125,1402.52222933302,"2013-10-06",NA,1,2013,10,6,NA,NA,NA
"143","Cachorro Sentado","N","Isolada","317","317","364","0","1","1981-10-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","467","140","IBGE - Censo Demográfico 2010","0","4.2","24","4","entre 101 e 500 domicílios",1551.50951262,16996.3036281,16996.3041992188,1551.50951261922,NA,NA,0,NA,NA,NA,NA,NA,NA
"144","Caeté","N","Isolada","316","316","455","0","1","1988-08-26T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","124","47","IPP com base em IBGE - Censo Demográfico 2010","0","4.2","24","4","< 100 domicílios",500.73696778,5209.69272041,5209.6943359375,500.736967783225,NA,NA,0,NA,NA,NA,NA,NA,NA
