"","Nome","upp","Complexo","OBJECTID_1","OBJECTID","Codfavela","Cod_Comple","Flag_Ativa","Data_Cadas","Data_saida","Data_Alter","Pop_SABREN","Dom_SABREN","Fonte","Bairro_","RP","RA","AP","Porte","Shape_ST_1","Shape_ST_2","ShapeSTAre","ShapeSTLen","data_ocupacao","data_fim","Treatment","year.occupation","month.occupation","day.occupation","year.fim","month.fim","day.fim"
"154","Caminho do Céu (Rua João Galdino)","N","Isolada","272","272","835","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","71","22","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",718.44827487,5025.29355606,5025.2900390625,718.448274874905,NA,NA,0,NA,NA,NA,NA,NA,NA
"155","Caminho do Céu (Trav. Miguel Sacramento)","N","Isolada","273","273","836","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","112","37","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",609.31524197,5067.73168224,5067.7314453125,609.315241979664,NA,NA,0,NA,NA,NA,NA,NA,NA
"156","Caminho do Fincão","N","Isolada","36","36","916","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","76","23","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",923.53543236,13332.8610808,13332.861328125,923.535432357734,NA,NA,0,NA,NA,NA,NA,NA,NA
"157","Caminho do Job","N","Chico Mendes (Morro do Chapadão)","483","483","335","2076","1","1981-10-22T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3260","1014","IPP com base em IBGE - Censo Demográfico 2010","0","3.6","25","3","> 500 domicílios",1502.16432412,119469.997917,119469.998046875,1502.16432412885,NA,NA,0,NA,NA,NA,NA,NA,NA
"158","Caminho do Lúcio","N","Fazenda Coqueiro","434","434","267","2118","1","1981-09-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3166","922","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","> 500 domicílios",1704.79348386,122388.727733,122388.727050781,1704.79348385607,NA,NA,0,NA,NA,NA,NA,NA,NA
"159","Caminho do Marinho","N","Isolada","22","22","366","0","1","1988-09-25T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","936","238","IBGE - Censo Demográfico 2010","0","4.2","24","4","entre 101 e 500 domicílios",947.10949355,24510.2999282,24510.2978515625,947.109493553646,NA,NA,0,NA,NA,NA,NA,NA,NA
"160","Caminho do Morro","N","Isolada","274","274","730","0","1","2003-02-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","125","38","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",972.29828428,20649.8415577,20649.8427734375,972.298284284883,NA,NA,0,NA,NA,NA,NA,NA,NA
"161","Caminho do Outeiro","N","Isolada","82","82","1018","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","87","21","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",238.21240189,2503.53915908,2503.53857421875,238.212401888354,NA,NA,0,NA,NA,NA,NA,NA,NA
"162","Caminho do Padre","N","Parque Criança Esperança","484","484","395","2071","1","1985-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","452","128","IBGE - Censo Demográfico 2010","0","3.6","22","3","entre 101 e 500 domicílios",663.38949837,19589.0843329,19589.08203125,663.389498373806,NA,NA,0,NA,NA,NA,NA,NA,NA
"163","Caminho do Rio Pequeno","N","Isolada","18","18","749","0","1","2003-01-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","370","101","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",1170.65703967,21129.4924552,21129.4907226562,1170.65703967285,NA,NA,0,NA,NA,NA,NA,NA,NA
"164","Caminho do Waldemar","N","Isolada","138","138","239","0","1","1988-09-04T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","229","62","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",1807.50762636,61360.478602,61360.4790039062,1807.50762635536,NA,NA,0,NA,NA,NA,NA,NA,NA
"165","Caminho dos Calharins","N","Isolada","33","33","923","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","110","27","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",535.15373418,11671.1149597,11671.1162109375,535.153734178217,NA,NA,0,NA,NA,NA,NA,NA,NA
"166","Caminho dos Nunes","N","Beco do Genipapo","242","242","791","2123","1","2003-02-12T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","281","86","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",807.68973979,13479.6964514,13479.6958007812,807.689739792658,NA,NA,0,NA,NA,NA,NA,NA,NA
"167","Caminho Novo da Represa","N","Isolada","35","35","924","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","74","24","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",583.09562432,8749.37311986,8749.373046875,583.095624324414,NA,NA,0,NA,NA,NA,NA,NA,NA
"168","Canal das Tachas","N","Canal das Tachas","12","12","367","2105","1","1988-09-25T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4562","1545","IBGE - Censo Demográfico 2010","0","4.2","24","4","> 500 domicílios",2461.68123297,78894.2197725,78894.2211914062,2461.68123296792,NA,NA,0,NA,NA,NA,NA,NA,NA
"169","Canal do Anil","N","Canal do Anil","81","81","240","2091","1","1981-09-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","4794","1491","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",5770.99004734,129773.820827,129773.819335938,5770.9900473499,NA,NA,0,NA,NA,NA,NA,NA,NA
"170","Canal do Arroio Pavuna","N","Isolada","26","26","241","0","1","1981-09-30T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","69","24","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",350.33442029,3426.10365604,3426.10302734375,350.334420284628,NA,NA,0,NA,NA,NA,NA,NA,NA
"171","Canal do Cortado","N","Isolada","14","14","368","0","1","1981-09-25T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","5120","1702","IBGE - Censo Demográfico 2010","0","4.2","24","4","> 500 domicílios",5164.90342167,110213.716669,110213.717285156,5164.9034216893,NA,NA,0,NA,NA,NA,NA,NA,NA
"172","Canecão","N","Isolada","212","212","972","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","226","67","IBGE - Censo Demográfico 2010","0","5.1","33","5","< 100 domicílios",1029.58364985,9555.98902075,9555.98876953125,1029.58364985608,NA,NA,0,NA,NA,NA,NA,NA,NA
"173","Caninaré","N","Bairro Nossa Senhora das Graças","984","985","1060","2061","1","2009-05-13T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","426","141","IPP com base em IBGE - Censo Demográfico 2010","0","3.7","20","3","entre 101 e 500 domicílios",547.36325665,9424.83239527,9424.8330078125,547.36325664804,NA,NA,0,NA,NA,NA,NA,NA,NA
"174","Cantinho do Rio","N","Dourados","631","631","742","2033","1","2003-01-28T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","139","43","IBGE - Censo Demográfico 2010","0","3.5","31","3","< 100 domicílios",197.42612215,2257.81470731,2257.814453125,197.426122152148,NA,NA,0,NA,NA,NA,NA,NA,NA
"175","Cardoso de Mesquita, nº 28","N","Isolada","875","876","169","0","1","1981-08-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","127","45","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","13","3","< 100 domicílios",343.1378956,5579.89727419,5579.89697265625,343.137895603281,NA,NA,0,NA,NA,NA,NA,NA,NA
"176","Caricó","N","Vila Joaniza","646","646","651","2067","1","2002-04-11T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","325","101","IBGE - Censo Demográfico 2010","0","3.7","20","3","entre 101 e 500 domicílios",930.03188362,23211.9772921,23211.9780273438,930.031883615807,NA,NA,0,NA,NA,NA,NA,NA,NA
"177","Carlos Drumond de Andrade","Jacarezinho","Jacarezinho","778","779","491","2083","1","1991-11-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","316","93","IPP com base em IBGE - Censo Demográfico 2010","0","3.2","28","3","< 100 domicílios",342.98202701,6103.04280893,6103.04296875,342.98202700434,"2012-10-14",NA,1,2012,10,14,NA,NA,NA
"178","Caruba","N","Isolada","623","623","996","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","139","42","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",697.9755977,3388.61308817,3388.611328125,697.975597697618,NA,NA,0,NA,NA,NA,NA,NA,NA
"179","Casarão","N","Isolada","662","663","902","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","83","25","IPP com base em IBGE - Censo Demográfico 2010","0","3.4","12","3","< 100 domicílios",158.11866546,1487.84077969,1487.841796875,158.118665458525,NA,NA,0,NA,NA,NA,NA,NA,NA
"180","Cascatinha","N","Isolada","396","396","647","0","1","2002-03-19T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1161","350","IBGE - Censo Demográfico 2010","0","4.2","24","4","entre 101 e 500 domicílios",2279.30780496,57899.3111217,57899.3095703125,2279.30780494609,NA,NA,0,NA,NA,NA,NA,NA,NA
"181","Castelo de Lucas","N","Isolada","629","629","1085","0","1","2011-02-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","62","21","IPP com base em IBGE - Censo Demográfico 2010","0","3.5","31","3","< 100 domicílios",160.50765025,1392.18910659,1392.189453125,160.507650246483,NA,NA,0,NA,NA,NA,NA,NA,NA
"182","Castor de Andrade","Vila Kennedy","Alto Kennedy","420","420","689","2116","1","2002-04-16T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","182","50","IPP com base em IBGE - Censo Demográfico 2010","0","5.1","17","5","< 100 domicílios",473.99587133,5921.35922223,5921.35986328125,473.99587132972,"2014-03-13",2018-06-01,1,2014,3,13,2018,6,1
"183","Castor de Andrade II","Vila Kennedy","Alto Kennedy","419","419","810","2116","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","415","140","IBGE - Censo Demográfico 2010","0","5.1","17","5","entre 101 e 500 domicílios",896.69507453,19683.434171,19683.4340820312,896.695074534965,"2014-03-13",2018-06-01,1,2014,3,13,2018,6,1
"184","Catumbi","São Carlos","Catumbi","931","932","13","2004","1","1981-11-30T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","5770","1717","IBGE - Censo Demográfico 2010","0","1.1","3","1","> 500 domicílios",2815.74117398,125296.329608,125296.331054688,2815.74117396689,"2011-01-06",2018-10-01,1,2011,1,6,2018,10,1
"185","Caxangá","N","Fazenda Mato Alto","139","139","242","2095","1","1981-09-08T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","269","77","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",603.49367071,12517.5817336,12517.5815429688,603.49367070792,NA,NA,0,NA,NA,NA,NA,NA,NA
"186","Centro Social Marcílio Dias","N","Isolada","1017","1018","115","0","1","1993-04-28T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2102","564","IBGE - Censo Demográfico 2010","0","3.5","11","3","> 500 domicílios",1167.27753556,45942.5526749,45942.552734375,1167.2775355585,NA,NA,0,NA,NA,NA,NA,NA,NA
"187","Centro Social União de Costa Barros","N","Bairro da Pedreira","523","523","614","2075","1","1995-04-20T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1570","450","IBGE - Censo Demográfico 2010","0","3.6","25","3","entre 101 e 500 domicílios",1277.60734785,38055.9076109,38055.9072265625,1277.60734784801,NA,NA,0,NA,NA,NA,NA,NA,NA
"188","Cerro-Corá","Cerro-Corá","Guararapes","857","858","23","2015","1","1981-06-26T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","708","200","IBGE - Censo Demográfico 2010","0","2.1","4","2","entre 101 e 500 domicílios",505.14344655,13369.3596022,13369.3598632812,505.143446549158,"2013-04-29",2018-12-21,1,2013,4,29,2018,12,21
"189","Céu Azul","N","Dois de Maio","885","886","137","2041","1","1981-06-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1210","338","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",620.0899204,18998.4894431,18998.4892578125,620.089920399006,NA,NA,0,NA,NA,NA,NA,NA,NA
"190","Chácara de Del Castilho","N","Isolada","775","776","138","0","1","1981-07-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2489","757","IPP com base em IBGE - Censo Demográfico 2010","0","3.4","12","3","> 500 domicílios",1046.09748866,32649.481444,32649.4829101562,1046.09748866047,NA,NA,0,NA,NA,NA,NA,NA,NA
"191","Chácara do Céu","Vidigal","Isolada","821","822","41","0","1","1981-08-07T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","694","214","IBGE - Censo Demográfico 2010","0","2.1","6","2","entre 101 e 500 domicílios",788.67899967,20943.4750035,20943.4755859375,788.678999664395,"2011-12-13",NA,1,2011,12,13,NA,NA,NA
"192","Chácara do Tanque","N","Isolada","127","127","662","0","1","2002-03-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2226","721","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",838.00151974,43752.3119439,43752.3100585938,838.001519739874,NA,NA,0,NA,NA,NA,NA,NA,NA
"193","Chácara Flora","N","Comandante Luis Souto","149","149","427","2093","1","1988-08-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2859","857","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",5270.25666959,171461.937569,171461.937011719,5270.25666961029,NA,NA,0,NA,NA,NA,NA,NA,NA
"194","Chacrinha do Mato Alto","N","Comandante Luis Souto","147","147","426","2093","1","1988-08-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2409","752","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",1353.18543833,85782.6854005,85782.6850585938,1353.1854383295,NA,NA,0,NA,NA,NA,NA,NA,NA
"195","Chapéu Mangueira","Chapéu Mangueira / Babilônia","Babilônia","355","355","36","2017","1","1981-07-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1288","401","IBGE - Censo Demográfico 2010","0","2.1","5","2","entre 101 e 500 domicílios",864.51680398,34595.2527225,34595.2529296875,864.516803979163,"2009-05-11",NA,1,2009,5,11,NA,NA,NA
"196","Chega Mais","N","Dourados","628","628","401","2033","1","1985-04-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","555","131","IBGE - Censo Demográfico 2010","0","3.5","31","3","entre 101 e 500 domicílios",495.19705994,3709.51922699,3709.5205078125,495.197059932673,NA,NA,0,NA,NA,NA,NA,NA,NA
"197","Chico Mendes (Morro do Chapadão)","N","Chico Mendes (Morro do Chapadão)","519","519","643","2076","1","2001-02-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","6968","2068","IPP com base em IBGE - Censo Demográfico 2010","0","3.6","25","3","> 500 domicílios",3209.95127745,374443.402713,374443.403808594,3209.95127744264,NA,NA,0,NA,NA,NA,NA,NA,NA
"198","Chp-2","Manguinhos","Manguinhos","788","789","85","2026","1","1982-03-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","3908","1136","IBGE - Censo Demográfico 2010","0","3.1","10","3","> 500 domicílios",2513.92871329,72538.8723187,72538.8740234375,2513.92871328773,"2012-10-14",NA,1,2012,10,14,NA,NA,NA
"199","Colônia de Pescadores Almirante Gomes Pereira","N","Isolada","987","988","310","0","1","1981-06-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2345","787","IBGE - Censo Demográfico 2010","0","3.7","20","3","> 500 domicílios",1299.31015267,78538.5322348,78538.533203125,1299.3101526664,NA,NA,0,NA,NA,NA,NA,NA,NA
"200","Colorado","N","Nova Jersei","976","977","698","2136","1","2002-05-20T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","529","151","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",2011.16722353,46157.6745042,46157.6748046875,2011.16722354873,NA,NA,0,NA,NA,NA,NA,NA,NA
"201","Comandante Luis Souto","N","Comandante Luis Souto","148","148","425","2093","1","1988-01-02T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","2516","750","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",4180.85571844,217456.681576,217456.677734375,4180.85571845587,NA,NA,0,NA,NA,NA,NA,NA,NA
"202","Comari","N","Isolada","381","381","842","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","47","13","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",374.59136208,4700.21305946,4700.212890625,374.59136208112,NA,NA,0,NA,NA,NA,NA,NA,NA
"203","Comendador Lisboa","N","Grota","585","585","927","2053","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","119","39","IBGE - Censo Demográfico 2010","0","3.3","15","3","< 100 domicílios",349.9628605,4243.602955,4243.6025390625,349.962860495647,NA,NA,0,NA,NA,NA,NA,NA,NA
"204","Comendador Pinto","N","Vila Campinho","179","179","243","2058","1","1981-08-20T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","900","261","IBGE - Censo Demográfico 2010","0","3.3","15","3","entre 101 e 500 domicílios",1605.88972166,54070.5221574,54070.5234375,1605.88972166353,NA,NA,0,NA,NA,NA,NA,NA,NA
"205","Comunidade Agrícola de Higienópolis","Manguinhos","Isolada","363","363","557","0","1","1992-01-17T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1209","390","IBGE - Censo Demográfico 2010","0","3.1","10","3","entre 101 e 500 domicílios",1162.77957822,19549.9002018,19549.9008789062,1162.77957822262,"2012-10-14",NA,1,2012,10,14,NA,NA,NA
"206","Comunidade Aramari","N","Parque Criança Esperança","486","486","630","2071","1","1995-04-19T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","189","46","IBGE - Censo Demográfico 2010","0","3.6","22","3","< 100 domicílios",340.32456873,5035.05510111,5035.0556640625,340.324568735965,NA,NA,0,NA,NA,NA,NA,NA,NA
"207","Comunidade Bandeirantes","N","Isolada","309","309","755","0","1","2003-02-18T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","260","73","IBGE - Censo Demográfico 2010","0","4.2","24","4","< 100 domicílios",575.095806,18444.8324554,18444.8325195312,575.09580599578,NA,NA,0,NA,NA,NA,NA,NA,NA
"208","Comunidade Campo da Paz","N","Isolada","65","65","917","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","538","151","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",698.34543035,10668.2768808,10668.27734375,698.345430352133,NA,NA,0,NA,NA,NA,NA,NA,NA
"209","Comunidade Corumau","N","Shangrilá","218","218","1005","2100","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1667","542","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",651.27460431,28491.5883578,28491.5903320312,651.274604304795,NA,NA,0,NA,NA,NA,NA,NA,NA
"210","Comunidade da Favelinha","N","Isolada","335","335","1056","0","1","2009-03-27T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1855","609","IBGE - Censo Demográfico 2010","0","5.1","17","5","> 500 domicílios",3709.26156227,134729.746672,134729.744628906,3709.26156228517,NA,NA,0,NA,NA,NA,NA,NA,NA
"211","Comunidade de Clara Nunes","São Carlos","São Carlos","927","928","629","2005","1","1995-06-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","163","45","IPP com base em IBGE - Censo Demográfico 2010","0","1.1","3","1","< 100 domicílios",303.77760321,5467.02622771,5467.02587890625,303.777603206026,"2011-01-06",2018-10-01,1,2011,1,6,2018,10,1
"212","Comunidade de São Miguel Arcanjo","N","Faz Quem Quer (RA - Madureira)","591","591","583","2051","1","1995-05-09T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","306","86","IBGE - Censo Demográfico 2010","0","3.3","15","3","< 100 domicílios",570.83279272,12180.60834,12180.6083984375,570.832792711833,NA,NA,0,NA,NA,NA,NA,NA,NA
"213","Comunidade do Ecoponto","N","Jardim Nossa Senhora das Graças","325","325","1081","2126","1","2009-05-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","112","32","IPP com base em IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",249.60640539,3773.22451325,3773.224609375,249.606405394219,NA,NA,0,NA,NA,NA,NA,NA,NA
"214","Comunidade do Pedrosa","N","Parque União de Del Castilho","771","772","1049","2038","1","2009-03-27T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","447","140","IBGE - Censo Demográfico 2010","0","3.4","12","3","entre 101 e 500 domicílios",523.74979596,13197.0826321,13197.0830078125,523.749795957159,NA,NA,0,NA,NA,NA,NA,NA,NA
"215","Comunidade dos Marianos","N","Engenheiro Alfredo Gonçalves","168","168","558","2042","1","1992-01-25T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","740","245","IBGE - Censo Demográfico 2010","0","3.2","13","3","entre 101 e 500 domicílios",785.66144464,24585.2125122,24585.2143554688,785.661444638217,NA,NA,0,NA,NA,NA,NA,NA,NA
"216","Comunidade Estação da Mangueira (Amcema)","N","Isolada","945","946","437","0","1","1990-02-05T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1723","572","IBGE - Censo Demográfico 2010","0","3.2","13","3","> 500 domicílios",1318.48953467,10843.5418569,10843.541015625,1318.48953467122,NA,NA,0,NA,NA,NA,NA,NA,NA
"217","Comunidade Jardim da Vitória","N","Isolada","949","950","979","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1085","313","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",2285.68607124,124994.506222,124994.5078125,2285.68607123729,NA,NA,0,NA,NA,NA,NA,NA,NA
"218","Comunidade Jardim Paulista","N","Três Pontes","968","969","613","2139","1","1995-06-13T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","453","138","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",534.87147962,15704.1406312,15704.1416015625,534.871479621214,NA,NA,0,NA,NA,NA,NA,NA,NA
"219","Comunidade Luz Divina","N","Isolada","404","404","1012","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","118","31","IPP com base em IBGE - Censo Demográfico 2010","0","4.2","24","4","< 100 domicílios",373.61797111,3265.38039441,3265.380859375,373.617971112552,NA,NA,0,NA,NA,NA,NA,NA,NA
"220","Comunidade Novo Lar","N","Isolada","1","1","1010","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","274","82","IBGE - Censo Demográfico 2010","0","4.2","24","4","< 100 domicílios",1123.79631004,17702.7851507,17702.7836914062,1123.79631004782,NA,NA,0,NA,NA,NA,NA,NA,NA
"221","Comunidade Santa Rosa","N","Isolada","146","146","244","0","1","1981-09-29T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","335","95","IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",1293.55534716,23183.0113026,23183.0131835938,1293.55534716158,NA,NA,0,NA,NA,NA,NA,NA,NA
"222","Comunidade São Francisco de Assis","N","Isolada","44","44","434","0","1","1988-08-05T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","1698","587","IBGE - Censo Demográfico 2010","0","4.1","16","4","> 500 domicílios",2322.29594096,40960.9381876,40960.939453125,2322.29594095936,NA,NA,0,NA,NA,NA,NA,NA,NA
"223","Comunidade São João dos Operários","N","Rua Budapeste, nº 66","346","346","874","2066","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","392","135","IPP com base em IBGE - Censo Demográfico 2010","0","3.7","20","3","entre 101 e 500 domicílios",806.98925617,9397.12310058,9397.123046875,806.989256165693,NA,NA,0,NA,NA,NA,NA,NA,NA
"224","Comunidade Sobral","N","Vila Brasil","205","205","600","2112","1","1995-06-01T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","616","193","IBGE - Censo Demográfico 2010","0","5.1","33","5","entre 101 e 500 domicílios",411.03134703,8817.3581472,8817.359375,411.031347029765,NA,NA,0,NA,NA,NA,NA,NA,NA
"225","Comunidade Solar da Montanha de Jacarepaguá","N","Isolada","23","23","828","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","221","76","IBGE - Censo Demográfico 2010","0","4.2","24","4","< 100 domicílios",305.28546798,4834.04733703,4834.0478515625,305.285467976699,NA,NA,0,NA,NA,NA,NA,NA,NA
"226","Comunidade Vila do Pinheiro","Maré","Isolada","676","677","1075","0","1","2009-05-14T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","388","108","IBGE - Censo Demográfico 2010","0","3.1","30","3","entre 101 e 500 domicílios",420.19330099,9458.38262541,9458.38330078125,420.193300990569,"2014-03-30",NA,1,2014,3,30,NA,NA,NA
"227","Condomínio Mandela","N","Isolada","581","581","933","0","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","123","41","IPP com base em IBGE - Censo Demográfico 2010","0","3.3","15","3","< 100 domicílios",339.18850411,6144.66989411,6144.669921875,339.188504109386,NA,NA,0,NA,NA,NA,NA,NA,NA
"228","Condomínio Paco do Lumiar","N","Condomínio Paco do Lumiar","113","113","482","2094","1","1991-07-23T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","484","160","IBGE - Censo Demográfico 2010","0","4.1","16","4","entre 101 e 500 domicílios",582.29662402,16857.8298861,16857.8315429688,582.29662401739,NA,NA,0,NA,NA,NA,NA,NA,NA
"229","Condomínio Vila Darcy Vargas","N","Isolada","226","226","586","0","1","1995-04-05T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","305","98","IPP com base em IBGE - Censo Demográfico 2010","0","4.1","16","4","< 100 domicílios",678.55833463,17153.6833269,17153.6831054688,678.558334626976,NA,NA,0,NA,NA,NA,NA,NA,NA
"230","Conjunto Antares (Rua Cybber Porto de Mendonça)","N","Pantanal (RA - Santa Cruz)","966","967","982","2137","1","2009-01-15T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","318","107","IBGE - Censo Demográfico 2010","0","5.3","19","5","entre 101 e 500 domicílios",2841.66949106,7624.68994551,7624.6904296875,2841.66949105448,NA,NA,0,NA,NA,NA,NA,NA,NA
"231","Conjunto Ataulfo Alves","N","Isolada","739","740","48","0","1","1981-07-21T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","274","98","IBGE - Censo Demográfico 2010","0","1.1","7","1","< 100 domicílios",292.63337905,2916.06763736,2916.06884765625,292.633379051518,NA,NA,0,NA,NA,NA,NA,NA,NA
"232","Conjunto Minas de Prata","N","Isolada","620","620","604","0","1","1995-06-13T00:00:00.000Z",NA,"2016-11-07T00:00:00.000Z","297","85","IBGE - Censo Demográfico 2010","0","5.2","18","5","< 100 domicílios",794.71316659,19672.2765801,19672.27734375,794.713166584103,NA,NA,0,NA,NA,NA,NA,NA,NA
